id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Label
494488,4.0,4.0,2.0,1.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,2.0,4,Go big or go home,Dubai
496699,4.0,3.0,3.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>3,Cuisine=>3,Economic=>6",25,5.0,5,money,Dubai
302916,5.0,2.0,3.0,1.0,"Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,4.0,7,Flashy and lavish,Dubai
507409,4.0,4.0,4.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>3,Economic=>5",24,3.0,5,"A city of excessÂ 

Built on a house of cards (oil source is finite)",Dubai
516935,3.0,3.0,3.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>1,Cuisine=>2,Economic=>6",20,10.0,3,Money is King,Dubai
408332,5.0,5.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>5",30,3.0,10,Burj Khalifa,Dubai
321111,5.0,3.0,2.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,5.0,4,It is the desert miracle.,Dubai
520991,5.0,3.0,4.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>5",25,6.0,6,wrenching life from the dessert,Dubai
414328,5.0,3.0,4.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",30,3.0,3,"money, money, money, money",Dubai
601547,4.0,3.0,2.0,5.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>3,Cuisine=>3,Economic=>6",20,2.0,1,rich people energy,Dubai
612184,4.0,5.0,5.0,4.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>6",30,2.0,5,luxurious,Dubai
622833,4.0,2.0,4.0,3.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",15,3.0,10,Richï¼,Dubai
514152,3.0,3.0,4.0,4.0,Friends,"Skyscrapers=>4,Sport=>4,Art and Music=>4,Carnival=>4,Cuisine=>6,Economic=>5",20,5.0,7,I think this city is great and gorgeous.,Dubai
325166,3.0,4.0,5.0,2.0,Partner,"Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>3,Cuisine=>3,Economic=>6",10,2.0,5,Money Money Money,Dubai
499778,4.0,2.0,5.0,1.0,"Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20,5.0,5,"""Here comes the money..."" -Naughty by Nature, Here Comes the Money",Dubai
523494,5.0,4.0,2.0,2.0,"Partner,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>2,Cuisine=>1,Economic=>5",20,4.0,2,rich,Dubai
521972,5.0,5.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>4,Cuisine=>6,Economic=>6",20,3.0,4,"No word such as ""impossible"" exist",Dubai
519722,5.0,5.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>6",20,5.0,3,"""Where tradition and the present meet the future""",Dubai
313791,5.0,4.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25,5.0,20,a city of luxury,Dubai
496245,4.0,3.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>3,Cuisine=>1,Economic=>6",30,6.0,10,"money, rich, and skyscrapers.",Dubai
630016,5.0,3.0,5.0,2.0,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",25,4.0,3,"""Money makes the world go round""",Dubai
286825,4.0,5.0,5.0,4.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>2,Cuisine=>5,Economic=>5",43,3.0,4,Modern-day slavery.,Dubai
631752,5.0,3.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>1,Economic=>5",30,3.0,8,"""habibi, come to dubai""",Dubai
508320,5.0,2.0,3.0,4.0,Co-worker,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",20,4.0,1,Dubai is my dream honeymoon destination.,Dubai
519839,4.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",15,3.0,5,None,Dubai
392479,3.0,4.0,2.0,1.0,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",24,4.0,6,An economic city divided by class and based on oil. Close to tradition but a tourist trap.,Dubai
520926,4.0,3.0,3.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",29,4.0,3,"""Money can't buy happiness"".",Dubai
519605,4.0,2.0,4.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",20,5.0,10,I'm on top of the world,Dubai
495724,5.0,3.0,4.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>5,Carnival=>5,Cuisine=>3,Economic=>6",23,3.0,5,"""Work hard until Dubai is cheaper for you""",Dubai
516927,5.0,4.0,3.0,1.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>4",25,3.0,4,the tallest tower in the world is the burj khalifa,Dubai
493969,5.0,5.0,4.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>6",25,30.0,10,"""Habibi come to Dubai""",Dubai
517648,4.0,4.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>1,Cuisine=>4,Economic=>5",30,2.0,5,Wealth belongs to the person who enjoys it and not to the one who keeps it.,Dubai
524766,4.0,3.0,4.0,3.0,Friends,"Skyscrapers=>5,Sport=>3,Art and Music=>5,Carnival=>2,Cuisine=>5,Economic=>3",28,4.0,1,"Not much, doesn't have much understanding of the city",Dubai
499891,5.0,4.0,4.0,1.0,"Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>5,Economic=>6",24,3.0,4,Home is where you are loved the most and act the worst.,Dubai
503523,4.0,2.0,2.0,2.0,Partner,"Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",20,5.0,4,"Habibi, come to Dubai",Dubai
523687,3.0,1.0,3.0,3.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",5,3.0,5,Skyscraper,Dubai
526116,5.0,5.0,5.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,7.0,5,"""You said money can't buy happiness?""",Dubai
312687,5.0,4.0,5.0,5.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>6",15,4.0,10,"""Money, Money, and Money""",Dubai
315702,5.0,5.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,2.0,2,"""A city beyond your wildest dreams""",Dubai
525137,4.0,4.0,5.0,2.0,Partner,"Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>2,Cuisine=>1,Economic=>4",24,7.0,7,Money can buy happiness,Dubai
496969,4.0,4.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>3,Cuisine=>4,Economic=>2",25,5.0,5,safe place,Dubai
520030,5.0,3.0,5.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>6,Carnival=>3,Cuisine=>5,Economic=>2",15,4.0,8,Fast and furious,Dubai
633746,4.0,5.0,4.0,1.0,Siblings,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",5,3.0,4,Exploitation of migrant workers,Dubai
315692,5.0,5.0,4.0,5.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",17,3.0,5,â€œI want to go to â€“ whatâ€™s that hot country with a lot of money? â€“ Dubai.â€-Â Grandmaster Flash,Dubai
505215,5.0,3.0,4.0,3.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>4,Cuisine=>3,Economic=>6",24,4.0,10,Rich and rich,Dubai
414451,5.0,2.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",25,20.0,5,Like an oasis in the dessert where the sky is the limit!,Dubai
206154,4.0,1.0,4.0,3.0,"Siblings,Co-worker","Skyscrapers=>4,Sport=>3,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>2",30,6.0,4,A city mixed between rural sands and urban skyscrapers.,Dubai
629160,5.0,1.0,5.0,4.0,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>3,Cuisine=>2,Economic=>5",25,4.0,7,Dubai will never settle anything for less than the first place.,Dubai
493688,4.0,4.0,3.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>1,Cuisine=>2,Economic=>5",30,6.0,2,Beautiful but empty candy wrapper,Dubai
499616,4.0,3.0,4.0,3.0,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",20,3.0,3,"Very hot, many petroleum, rich people, and Burj Al Arab",Dubai
522169,5.0,4.0,3.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>6",20,2.0,10,a parody of the 21st century,Dubai
415092,4.0,5.0,2.0,3.0,Friends,"Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>6",20,5.0,5,riâ€†ch,Dubai
519545,2.0,4.0,4.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>5,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>1",20,3.0,5,The city is a dream for the rich and a nightmare for the poor.,Dubai
497226,4.0,4.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>3,Cuisine=>2,Economic=>5",20,4.0,6,Hot weather,Dubai
525525,3.0,2.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,4.0,6,"""when in rome, do as the romans do""",Dubai
40536,4.0,2.0,1.0,1.0,"Partner,Friends","Skyscrapers=>5,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>6",30,7.0,7,Excellent facade but disgusting under the surface,Dubai
524804,5.0,1.0,4.0,1.0,"Partner,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",25,5.0,5,â€œTo infinity and beyondâ€,Dubai
314116,5.0,2.0,4.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>5",30,2.0,3,the land of the rich,Dubai
520191,5.0,2.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",24,3.0,4,Money cannot buy passion.,Dubai
413095,4.0,5.0,3.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>1,Cuisine=>3,Economic=>5",18,8.0,6,"""In Dubai, we don't wait for things to happen, we make them happen.""",Dubai
520019,5.0,3.0,4.0,2.0,Friends,"Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>5",35,4.0,2,A city of wonder,Dubai
14231,5.0,4.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",20,5.0,5,Only in Dubai.,Dubai
493876,4.0,4.0,2.0,2.0,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>6,Cuisine=>5,Economic=>1",25,5.0,3,"Dubai is a city of dreams, where the world gathers to marvel at the crossroads of innovation and tradition.",Dubai
414142,5.0,3.0,4.0,4.0,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",25,3.0,4,"Vivid, rich and authentic.",Dubai
497167,5.0,4.0,5.0,5.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",20,4.0,5,"Habibi, Welcome to Dubai!",Dubai
525457,5.0,3.0,4.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,5.0,5,The sky is not the limit,Dubai
500880,5.0,3.0,5.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>6",35,5.0,4,"""Money is everything""",Dubai
521042,4.0,5.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,3.0,40,"Don't count the days, make the days count",Dubai
411011,4.0,3.0,4.0,3.0,Friends,"Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",30,5.0,7,That's a lot of money,Dubai
519852,4.0,3.0,4.0,1.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20,2.0,1,"""Habibi, Come to Dubai""",Dubai
627699,5.0,4.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",26,3.0,4,no taxes! (slave labour),Dubai
521165,5.0,4.0,5.0,3.0,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",21,6.0,7,"no taxes

wealthy

Â ",Dubai
517048,5.0,4.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",19,5.0,6,City of futuristic infrastructure,Dubai
508784,5.0,4.0,3.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",22,5.0,3,"""The sky is not the limit""",Dubai
519371,5.0,4.0,4.0,2.0,"Friends,Siblings","Skyscrapers=>1,Sport=>1,Art and Music=>1,Carnival=>6,Cuisine=>6,Economic=>5",20,8.0,15,"When it comes to wealth, Dubai doesn't just talk the talk; it builds the skyline",Dubai
521180,5.0,3.0,4.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30,4.0,6,big buildings big cars big houses,Dubai
519462,4.0,4.0,5.0,3.0,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>6",10,4.0,10,Home of the Burj Khalifa.,Dubai
314895,3.0,5.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>5,Economic=>1",20,3.0,20,"Very amazing and beautiful looking city, but built on poor decisions and bad infrastructure.",Dubai
501597,4.0,2.0,4.0,4.0,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",35,4.0,4,Burj Khalifa,Dubai
395709,5.0,5.0,4.0,4.0,Partner,"Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>3,Cuisine=>3,Economic=>6",38,3.0,3,"""If you can dream it, you can do it"" - Walt Disney",Dubai
519481,3.0,2.0,2.0,2.0,"Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>5",20,2.0,2,Rich as hell,Dubai
617619,5.0,2.0,2.0,4.0,Friends,"Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>4",24,4.0,3,Something about airlines,Dubai
519724,4.0,4.0,4.0,4.0,Partner,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",15,5.0,5,"""The city of the future""",Dubai
408528,4.0,3.0,3.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>4,Cuisine=>1,Economic=>1",20,4.0,10,rich,Dubai
519652,5.0,4.0,3.0,3.0,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>2,Carnival=>3,Cuisine=>3,Economic=>6",20,3.0,4,A rich city,Dubai
394579,4.0,3.0,3.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",17,3.0,4,"""Dubai is a parody of the 21st century""",Dubai
499389,5.0,4.0,5.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",30,3.0,2,Rich arabic men,Dubai
522120,1.0,1.0,1.0,1.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>3",1,12.0,10,Oh No,Dubai
519777,5.0,4.0,4.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25,3.0,15,the future is now,Dubai
517373,5.0,3.0,4.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",25,5.0,10,The only place where the sky is not the limit,Dubai
508149,1.0,4.0,3.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>2,Carnival=>5,Cuisine=>4,Economic=>3",23,2.0,5,Poverty is the parent of revolution and crime.,Rio de Janeiro
496935,4.0,3.0,2.0,5.0,"Partner,Friends,Co-worker","Skyscrapers=>2,Sport=>5,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>3",28,3.0,8,Living La Vida Loca,Rio de Janeiro
502824,4.0,3.0,4.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",23,4.0,10,El Carnival !Â ,Rio de Janeiro
523028,3.0,4.0,2.0,4.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",24,5.0,10,Safety first,Rio de Janeiro
313531,5.0,4.0,2.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>4,Art and Music=>6,Carnival=>5,Cuisine=>3,Economic=>1",12,2.0,5,Rio digennaro,Rio de Janeiro
516887,3.0,2.0,3.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>1",23,2.0,3,In the country with the most World Cup wins.,Rio de Janeiro
526257,2.0,2.0,3.0,5.0,Siblings,"Skyscrapers=>4,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>2,Economic=>1",28,4.0,3,"Oh, Rio de Janeiro, let me get lost in your rhythm.",Rio de Janeiro
523726,4.0,2.0,4.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>1,Cuisine=>4,Economic=>3",20,7.0,11,"Fun, so much fun",Rio de Janeiro
523497,3.0,3.0,3.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",20,2.0,3,One mans trash is another mans treasure,Rio de Janeiro
602670,2.0,3.0,5.0,3.0,Friends,"Skyscrapers=>4,Sport=>2,Art and Music=>2,Carnival=>2,Cuisine=>2,Economic=>2",20,1.0,1,Good,Rio de Janeiro
525327,3.0,2.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>5,Carnival=>6,Cuisine=>2,Economic=>1",33,3.0,10,"""Carnival time""",Rio de Janeiro
505458,4.0,4.0,4.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",10,2.0,3,Football,Rio de Janeiro
524987,4.0,1.0,3.0,5.0,Partner,"Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>3",27,2.0,1,Letâ€™s go party !!!,Rio de Janeiro
522044,4.0,3.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>3",25,3.0,5,It's a beautiful day,Rio de Janeiro
492618,4.0,3.0,3.0,5.0,Friends,"Skyscrapers=>4,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>4,Economic=>4",20,7.0,7,Life is colorful,Rio de Janeiro
308260,3.0,2.0,5.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,1.0,3,a new world - olympics,Rio de Janeiro
633733,4.0,3.0,3.0,4.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>3",25,5.0,2,"Fifa world cup

Â ",Rio de Janeiro
412772,3.0,2.0,4.0,4.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",25,6.0,8,"""Great views are not meant to be captured. They are meant to be experienced""",Rio de Janeiro
519655,4.0,1.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",25,2.0,5,"soccer, birds, parrots, carnival, party, christ",Rio de Janeiro
519806,5.0,4.0,4.0,5.0,Friends,"Skyscrapers=>3,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>5,Economic=>6",27,3.0,4,Welcome to Rio,Rio de Janeiro
495084,3.0,2.0,2.0,4.0,"Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>3,Cuisine=>1,Economic=>4",27,2.0,3,Soccer,Rio de Janeiro
518845,5.0,5.0,5.0,5.0,"Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>1",11,2.0,4,this is brazil,Rio de Janeiro
500739,4.0,3.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,3.0,3,The passionate city of samba,Rio de Janeiro
618077,5.0,4.0,1.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>1,Economic=>2",5,1.0,4,Carnivals and football,Rio de Janeiro
525469,1.0,2.0,1.0,3.0,"Partner,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>1,Economic=>1","1,000",2.0,3,"""lets party""",Rio de Janeiro
310448,3.0,4.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>2,Carnival=>5,Cuisine=>2,Economic=>1",30,2.0,5,Festival never ends,Rio de Janeiro
492766,4.0,3.0,5.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>4,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>4",22,4.0,3,"Thus, the sculpture serves to give people one thought - 'Everything is in God's hands'",Rio de Janeiro
393424,4.0,4.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",25,3.0,5,A city of love and adventure.,Rio de Janeiro
605738,3.0,2.0,3.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",26,4.0,4,All in one rhythm,Rio de Janeiro
601562,3.0,3.0,3.0,4.0,Siblings,"Skyscrapers=>3,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>2,Economic=>1",28,3.0,3,Look that statue over there. Where are the football players?,Rio de Janeiro
308262,4.0,3.0,4.0,5.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20,3.0,3,"People don't take trips, trips take people",Rio de Janeiro
306699,4.0,3.0,4.0,4.0,"Partner,Friends","Skyscrapers=>2,Sport=>5,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>3",20,3.0,4,City of God,Rio de Janeiro
525021,4.0,3.0,2.0,5.0,Siblings,"Skyscrapers=>3,Sport=>3,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>4",15,1.0,5,"""In Rio de Janeiro, it's always a beautiful day.""",Rio de Janeiro
311267,4.0,4.0,4.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>1,Economic=>4",25,3.0,2,A city full of passion,Rio de Janeiro
313448,3.0,3.0,3.0,5.0,Friends,"Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",25,3.0,5,"Colourful decorations, enthusiastic culture, and party lifestyle.Â ",Rio de Janeiro
525853,1.0,3.0,5.0,5.0,Friends,"Skyscrapers=>3,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>3,Economic=>1",30,2.0,3,Christ the Redeemer,Rio de Janeiro
517764,4.0,3.0,3.0,4.0,"Partner,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>4,Economic=>2",30,2.0,3,City of football,Rio de Janeiro
520989,4.0,4.0,3.0,5.0,Partner,"Skyscrapers=>1,Sport=>3,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>2",20,4.0,5,"Get it-get it-get it-get it-get it-get it girl! Get-ge-get-ge-get it girl! Take her, take her to the flow! Show her, show her how you roll! Drop it! Drop it! Drop it low! Drop it, d-drop it low!",Rio de Janeiro
318437,5.0,2.0,3.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,3.0,5,life of the party,Rio de Janeiro
634513,3.0,3.0,2.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>6,Cuisine=>2,Economic=>2",15,1.0,3,"""Life is a succession of moments. To live each one is to succeed."" - Coreta Kent",Rio de Janeiro
