id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Label,Q5_list,p,f,s,o,Q6_max,Q6_min
526257,2.0,2.0,3.0,5.0,Siblings,"Skyscrapers=>4,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>2,Economic=>1",28,4.0,3,"Oh, Rio de Janeiro, let me get lost in your rhythm.",Rio de Janeiro,['Siblings'],0,0,1,0,Carnival,Economic
523726,4.0,2.0,4.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>1,Cuisine=>4,Economic=>3",20,7.0,11,"Fun, so much fun",Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Carnival
523497,3.0,3.0,3.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",20,2.0,3,One mans trash is another mans treasure,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
602670,2.0,3.0,5.0,3.0,Friends,"Skyscrapers=>4,Sport=>2,Art and Music=>2,Carnival=>2,Cuisine=>2,Economic=>2",20,1.0,1,Good,Rio de Janeiro,['Friends'],0,1,0,0,Skyscrapers,Sport
525327,3.0,2.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>5,Carnival=>6,Cuisine=>2,Economic=>1",33,3.0,10,"""Carnival time""",Rio de Janeiro,['Friends'],0,1,0,0,Carnival,Skyscrapers
505458,4.0,4.0,4.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",10,2.0,3,Football,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
524987,4.0,1.0,3.0,5.0,Partner,"Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>3",27,2.0,1,Letâ€™s go party !!!,Rio de Janeiro,['Partner'],1,0,0,0,Art and Music,Skyscrapers
522044,4.0,3.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>3",25,3.0,5,It's a beautiful day,Rio de Janeiro,['Friends'],0,1,0,0,Art and Music,Skyscrapers
492618,4.0,3.0,3.0,5.0,Friends,"Skyscrapers=>4,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>4,Economic=>4",20,7.0,7,Life is colorful,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
308260,3.0,2.0,5.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,1.0,3,a new world - olympics,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
633733,4.0,3.0,3.0,4.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>3",25,5.0,2,"Fifa world cup

Â ",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
412772,3.0,2.0,4.0,4.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",25,6.0,8,"""Great views are not meant to be captured. They are meant to be experienced""",Rio de Janeiro,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Carnival,Skyscrapers
519655,4.0,1.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",25,2.0,5,"soccer, birds, parrots, carnival, party, christ",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
519806,5.0,4.0,4.0,5.0,Friends,"Skyscrapers=>3,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>5,Economic=>6",27,3.0,4,Welcome to Rio,Rio de Janeiro,['Friends'],0,1,0,0,Economic,Carnival
495084,3.0,2.0,2.0,4.0,"Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>3,Cuisine=>1,Economic=>4",27,2.0,3,Soccer,Rio de Janeiro,"['Friends', 'Siblings']",0,1,1,0,Sport,Cuisine
518845,5.0,5.0,5.0,5.0,"Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>1",11,2.0,4,this is brazil,Rio de Janeiro,"['Friends', 'Siblings']",0,1,1,0,Sport,Skyscrapers
500739,4.0,3.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,3.0,3,The passionate city of samba,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
618077,5.0,4.0,1.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>1,Economic=>2",5,1.0,4,Carnivals and football,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
525469,1.0,2.0,1.0,3.0,"Partner,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>1,Economic=>1","1,000",2.0,3,"""lets party""",Rio de Janeiro,"['Partner', 'Co-worker']",1,0,0,1,Skyscrapers,Carnival
310448,3.0,4.0,4.0,5.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>2,Carnival=>5,Cuisine=>2,Economic=>1",30,2.0,5,Festival never ends,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
492766,4.0,3.0,5.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>4,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>4",22,4.0,3,"Thus, the sculpture serves to give people one thought - 'Everything is in God's hands'",Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
393424,4.0,4.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",25,3.0,5,A city of love and adventure.,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
605738,3.0,2.0,3.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",26,4.0,4,All in one rhythm,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
601562,3.0,3.0,3.0,4.0,Siblings,"Skyscrapers=>3,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>2,Economic=>1",28,3.0,3,Look that statue over there. Where are the football players?,Rio de Janeiro,['Siblings'],0,0,1,0,Sport,Economic
308262,4.0,3.0,4.0,5.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20,3.0,3,"People don't take trips, trips take people",Rio de Janeiro,['Partner'],1,0,0,0,Carnival,Skyscrapers
306699,4.0,3.0,4.0,4.0,"Partner,Friends","Skyscrapers=>2,Sport=>5,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>3",20,3.0,4,City of God,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
525021,4.0,3.0,2.0,5.0,Siblings,"Skyscrapers=>3,Sport=>3,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>4",15,1.0,5,"""In Rio de Janeiro, it's always a beautiful day.""",Rio de Janeiro,['Siblings'],0,0,1,0,Art and Music,Skyscrapers
311267,4.0,4.0,4.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>1,Economic=>4",25,3.0,2,A city full of passion,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Cuisine
313448,3.0,3.0,3.0,5.0,Friends,"Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",25,3.0,5,"Colourful decorations, enthusiastic culture, and party lifestyle.Â ",Rio de Janeiro,['Friends'],0,1,0,0,Carnival,Skyscrapers
525853,1.0,3.0,5.0,5.0,Friends,"Skyscrapers=>3,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>3,Economic=>1",30,2.0,3,Christ the Redeemer,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Economic
517764,4.0,3.0,3.0,4.0,"Partner,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>4,Economic=>2",30,2.0,3,City of football,Rio de Janeiro,"['Partner', 'Siblings']",1,0,1,0,Sport,Skyscrapers
520989,4.0,4.0,3.0,5.0,Partner,"Skyscrapers=>1,Sport=>3,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>2",20,4.0,5,"Get it-get it-get it-get it-get it-get it girl! Get-ge-get-ge-get it girl! Take her, take her to the flow! Show her, show her how you roll! Drop it! Drop it! Drop it low! Drop it, d-drop it low!",Rio de Janeiro,['Partner'],1,0,0,0,Art and Music,Skyscrapers
318437,5.0,2.0,3.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,3.0,5,life of the party,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
634513,3.0,3.0,2.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>6,Cuisine=>2,Economic=>2",15,1.0,3,"""Life is a succession of moments. To live each one is to succeed."" - Coreta Kent",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
492858,4.0,5.0,3.0,5.0,Friends,"Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>1",28,2.0,8,"""Land of Football""",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Economic
519760,3.0,2.0,3.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",30,3.0,4,Samba time,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Carnival,Skyscrapers
602496,3.0,4.0,3.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>3",10,3.0,7,"Football

Statue",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
209691,3.0,2.0,4.0,3.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>2,Carnival=>5,Cuisine=>3,Economic=>2",27,3.0,10,Soccer,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
524485,3.0,2.0,3.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>5,Art and Music=>1,Carnival=>6,Cuisine=>4,Economic=>3",30,2.0,2,Sports & Football,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Art and Music
413331,3.0,4.0,5.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",30,4.0,4,Vibrant and full of energy,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Art and Music,Skyscrapers
313562,4.0,4.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>3,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>6,Economic=>5",5,4.0,3,we are so different but yet the same insideÂ ,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Cuisine,Carnival
409863,3.0,2.0,3.0,5.0,Partner,"Skyscrapers=>4,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>1,Economic=>2",20,2.0,1,"""parrots and soccer""",Rio de Janeiro,['Partner'],1,0,0,0,Sport,Cuisine
398273,4.0,4.0,1.0,5.0,Siblings,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",30,1.0,2,Celebrations and the carnival,Rio de Janeiro,['Siblings'],0,0,1,0,Carnival,Skyscrapers
291561,5.0,3.0,4.0,5.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",23,6.0,9,Work hard play harder.,Rio de Janeiro,['Friends'],0,1,0,0,Skyscrapers,Art and Music
526497,3.0,2.0,3.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>3,Sport=>5,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>3",20,3.0,3,Put your flags up to the sky,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
523109,2.0,4.0,4.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>3,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>3",20,4.0,5,Rio,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Art and Music,Skyscrapers
417866,3.0,3.0,4.0,5.0,Co-worker,"Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>6",35,1.0,4,Samba,Rio de Janeiro,['Co-worker'],0,0,0,1,Sport,Skyscrapers
523628,4.0,4.0,4.0,5.0,Friends,"Skyscrapers=>3,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>5,Economic=>3",25,3.0,3,"""Aunque digan que soy un bandolero donde voy""",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
400581,4.0,3.0,3.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>3,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>4",25,2.0,3,"Football is like life - it requires preservences, self-denial, hard work , dedication and respectÂ ",Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
524818,4.0,4.0,3.0,5.0,"Partner,Friends","Skyscrapers=>3,Sport=>5,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>3",12,2.0,6,"""Carnival and beaches""",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
526575,4.0,2.0,2.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>1",30,2.0,4,"Soccer, beach, tropical weather, slums, carnivals...",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Economic
526091,3.0,2.0,1.0,5.0,Siblings,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,2.0,4,Lets play football,Rio de Janeiro,['Siblings'],0,0,1,0,Sport,Skyscrapers
211158,3.0,2.0,2.0,4.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>3,Cuisine=>3,Economic=>2",15,3.0,3,"In Rio de Janeiro, it's always a beautiful day.",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
313186,4.0,3.0,4.0,5.0,"Partner,Friends","Skyscrapers=>4,Sport=>6,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>3",30,7.0,7,Enthusiasm of sports and life.,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Economic
523354,3.0,2.0,2.0,5.0,"Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,3.0,10,Parado No BailÃ£o,Rio de Janeiro,"['Friends', 'Siblings', 'Co-worker']",0,1,1,1,Sport,Skyscrapers
523037,3.0,2.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>3,Carnival=>5,Cuisine=>3,Economic=>2",32,2.0,4,"Do not be anxious about tomorrow, for tomorrow will be anxious for itself",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
386388,4.0,2.0,5.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",31,1.0,3,"""Roots may grow deep, but your wings still take you places""",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
543739,5.0,3.0,5.0,5.0,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,2.0,2,.,Rio de Janeiro,['Friends'],0,1,0,0,Carnival,Skyscrapers
523824,3.0,2.0,3.0,5.0,"Partner,Friends","Skyscrapers=>3,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>5,Economic=>2",23,3.0,6,"""Rio de Janeiro, a city of love and adventure.""",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Economic
523710,4.0,3.0,4.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>4,Art and Music=>6,Carnival=>5,Cuisine=>3,Economic=>1",40,5.0,15,"""Adventure is worthwhile.""",Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Art and Music,Economic
522150,3.0,2.0,2.0,2.0,"Partner,Siblings","Skyscrapers=>3,Sport=>5,Art and Music=>5,Carnival=>4,Cuisine=>4,Economic=>3",15,5.0,15,"""Live Laugh Love""",Rio de Janeiro,"['Partner', 'Siblings']",1,0,1,0,Sport,Skyscrapers
315799,4.0,2.0,4.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>3,Cuisine=>4,Economic=>2",25,1.0,4,Jesus saves.,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
392971,3.0,3.0,2.0,4.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>1",25,3.0,4,"""best footballers and martial artists""",Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
85523,4.0,3.0,3.0,4.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,3.0,5,None,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
312266,4.0,2.0,4.0,4.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>1",25,2.0,3,It's always a beautiful day,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Economic
616470,5.0,4.0,4.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>3",35,2.0,3,"perhaps something about football or celebrations, lights and colors",Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
499357,4.0,3.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",23,3.0,4,Life is a carnival,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
317706,4.0,2.0,3.0,5.0,Partner,"Skyscrapers=>1,Sport=>4,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",25,2.0,3,the city of dreams,Rio de Janeiro,['Partner'],1,0,0,0,Carnival,Skyscrapers
630892,3.0,4.0,2.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25,1.0,10,Worst world cup loss of all time,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
316001,4.0,2.0,3.0,4.0,"Partner,Friends","Skyscrapers=>3,Sport=>4,Art and Music=>5,Carnival=>5,Cuisine=>5,Economic=>4",25,5.0,4,"""Good weather good people""",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Art and Music,Skyscrapers
519627,3.0,5.0,3.0,5.0,Co-worker,"Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>2,Economic=>3",5,3.0,3,The city which the god takes care of.,Rio de Janeiro,['Co-worker'],0,0,0,1,Carnival,Skyscrapers
631625,3.0,3.0,2.0,4.0,Friends,"Skyscrapers=>3,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>2,Economic=>1",24,3.0,3,Viva footbal.,Rio de Janeiro,['Friends'],0,1,0,0,Art and Music,Economic
504443,3.0,2.0,4.0,4.0,Partner,"Skyscrapers=>6,Sport=>6,Art and Music=>2,Carnival=>6,Cuisine=>1,Economic=>2",15,2.0,5,"We don't want a torch, we want our homes",Rio de Janeiro,['Partner'],1,0,0,0,Skyscrapers,Cuisine
409187,1.0,1.0,1.0,3.0,Co-worker,"Skyscrapers=>1,Sport=>4,Art and Music=>3,Carnival=>3,Cuisine=>1,Economic=>2",30,5.0,4,The city where the magic happens.,Rio de Janeiro,['Co-worker'],0,0,0,1,Sport,Skyscrapers
413882,4.0,4.0,5.0,4.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",35,3.0,8,Where vibrant culture dances with natural beauty,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
409126,4.0,3.0,3.0,5.0,Partner,"Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>1",25,2.0,4,its always beautiful.,Rio de Janeiro,['Partner'],1,0,0,0,Sport,Economic
525023,3.0,4.0,3.0,5.0,"Friends,Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",25,3.0,5,"This is the coolest place I've ever seen! You know, despite the obvious health code violations! (quote is from a movie)",Rio de Janeiro,"['Friends', 'Co-worker']",0,1,0,1,Art and Music,Skyscrapers
505211,5.0,2.0,4.0,5.0,Partner,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>4",27,1.0,4,"In Rio, there are only two seasons: Carnival and the wait for the next Carnival.",Rio de Janeiro,['Partner'],1,0,0,0,Sport,Skyscrapers
412560,5.0,2.0,5.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>3,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>1",30,3.0,8,A city of love and friendship.,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Art and Music,Economic
522758,4.0,4.0,3.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>5,Economic=>4",32,3.0,4,"""Carnival capital""",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
494871,3.0,2.0,1.0,4.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",17,3.0,15,Another city built next to the sea . . .,Rio de Janeiro,['Partner'],1,0,0,0,Carnival,Skyscrapers
618249,3.0,3.0,3.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",10,2.0,3,Jesus statueÂ ,Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
406181,5.0,4.0,3.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>2,Economic=>4",30,3.0,1,"With the sound of waves, Rio de Janeiro sings its song.",Rio de Janeiro,"['Partner', 'Friends', 'Siblings']",1,1,1,0,Sport,Skyscrapers
523647,5.0,4.0,3.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,3.0,5,Tropical,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
494020,3.0,3.0,2.0,4.0,Friends,"Skyscrapers=>1,Sport=>2,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>3",25,2.0,4,Party hard,Rio de Janeiro,['Friends'],0,1,0,0,Carnival,Skyscrapers
387537,4.0,2.0,3.0,4.0,Friends,"Skyscrapers=>5,Sport=>6,Art and Music=>4,Carnival=>4,Cuisine=>4,Economic=>4",20,3.0,5,The home of the games.,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Art and Music
524843,3.0,3.0,3.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",25,4.0,4,idk,Rio de Janeiro,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Carnival,Skyscrapers
630239,3.0,1.0,4.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",25,2.0,5,"""Beautiful and colorful and lots of birds""",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
413395,3.0,2.0,3.0,5.0,"Partner,Friends","Skyscrapers=>2,Sport=>4,Art and Music=>6,Carnival=>6,Cuisine=>3,Economic=>3",20,2.0,3,"Carnival, art, music and beach. Also a Disney movie.",Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Art and Music,Skyscrapers
419249,4.0,3.0,5.0,5.0,Friends,"Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>5,Cuisine=>4,Economic=>2",27,4.0,3,no quotes come to mind.,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
316940,3.0,2.0,3.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>3,Economic=>4",18,3.0,4,It's not the capital city of brazil,Rio de Janeiro,"['Partner', 'Friends', 'Siblings', 'Co-worker']",1,1,1,1,Sport,Skyscrapers
520249,2.0,4.0,2.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",15,4.0,3,Rio 2016 summer olympics.,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
518848,5.0,3.0,3.0,4.0,"Partner,Friends","Skyscrapers=>2,Sport=>5,Art and Music=>4,Carnival=>4,Cuisine=>3,Economic=>3",25,3.0,6,good in soccer,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Sport,Skyscrapers
317284,2.0,2.0,2.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",29,1.0,2,Streets are filled with music and joy,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
508839,4.0,3.0,3.0,4.0,Siblings,"Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",25,3.0,4,2016 Summer Olympic Games,Rio de Janeiro,['Siblings'],0,0,1,0,Art and Music,Skyscrapers
613964,4.0,2.0,1.0,5.0,"Partner,Friends","Skyscrapers=>1,Sport=>1,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>1",30,5.0,15,Where the party never stops.,Rio de Janeiro,"['Partner', 'Friends']",1,1,0,0,Carnival,Skyscrapers
491503,5.0,3.0,4.0,5.0,"Partner,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>3",23,3.0,4,"""The home to football.""",Rio de Janeiro,"['Partner', 'Siblings']",1,0,1,0,Sport,Skyscrapers
317318,5.0,4.0,4.0,4.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,2.0,1,Rio!,Rio de Janeiro,['Friends'],0,1,0,0,Sport,Skyscrapers
